CstCd,CstmFgCd,CstmNm,CstmNmBk,GroupId,UpperCstmCd,UseDclr,UseIb,UseYn,AuditTeamMgrCnt,ExpAuditorCnt,ExpInspctTeamMgrCnt,ExpInspctorCnt,ImpAuditorCnt,ImpInspctTeamMgrCnt,ImpInspctorCnt,ImpexpAuditorCnt,ImpexpInspctTeamMgrCnt,ImpexpInspctorCnt
5502,30,"Үнэ, үнэлгээний хэсэг","Үнэ, үнэлгээний хэсэг",,5,Y,N,N,0,0,0,0,0,0,0,0,0,0
2201,30,Бүрдүүлэлтийн 1-р алба,Бүрдүүлэлтийн 1-р алба,,2,Y,N,Y,1,5,0,5,5,0,5,5,0,5
2,20,Улаанбаатар дахь гаалийн газар,Улаанбаатар дахь гаалийн газар,,1,Y,N,Y,0,0,0,0,0,0,0,0,0,0
5205,30,М​э​р​г​э​в​а​н,,,5,Y,N,Y,0,0,0,0,0,0,1,0,0,0
2916,20,АБТЭМА II,,3,2,Y,N,Y,0,0,0,0,0,0,0,0,0,0
2921,30,УБГГ ТБД,,,2,Y,N,Y,0,0,0,0,0,0,0,0,0,0
2301,30,ГЗУСАлба,,,2300,Y,N,Y,0,0,0,0,0,0,0,0,0,0
2915,30,Захиалга дуудлага / Экспорт,,3,2,Y,N,Y,0,0,0,0,0,0,0,0,0,0
5203,30,Нисэх буудал агуулахын байцаагч,,,5,Y,N,Y,0,0,0,0,0,0,0,0,0,0
5204,30,Ажет,,,5,Y,N,Y,0,0,0,0,0,0,0,0,0,0
1500,10,"Санхүү, хөрөнгө оруулалтын хэлтэс","Санхүү, эдийн засгийн хэлтэс",,1,Y,N,Y,0,0,0,0,0,0,0,0,0,0
1998,30,ГЕГ - Хэвлэх цех,,,1,Y,N,N,0,0,0,0,0,0,0,0,0,0
1999,30,Алтны бүрдүүлэлт,,,1,Y,N,Y,0,0,0,0,0,0,0,0,0,0
2917,20,УБГГ Техник импорт,,1,2,Y,N,Y,0,0,0,0,0,0,0,0,0,0
14202,30,Эрдэнэс тавантолгой  /түр/ гаалийн бүрд/хэсэг,,,14,Y,N,Y,0,0,0,0,0,0,0,0,0,0
7204,30,Баян-Өлгий дэх олон улсын нисэх онгоцны буудал,,,7,Y,N,Y,0,0,0,0,0,0,0,0,0,0
2801,20,УБГГ ТБД - ДФ,,3,2,Y,N,Y,0,0,0,0,0,0,0,0,0,0
2802,20,УБГГ ГБА Бүс2,,3,2,Y,N,Y,0,0,0,0,0,0,0,0,0,0
2803,20,УБГГ ГБА Бүс3,,3,2,Y,N,Y,0,0,0,0,0,0,0,0,0,0
2804,20,УБГГ ГБА Бүс4,,3,2,Y,N,Y,0,0,0,0,0,0,0,0,0,0
2805,20,УБГГ ГБА Бүс5,,3,2,Y,N,Y,0,0,0,0,0,0,0,0,0,0
2807,20,УБГГ ТБД - Империа,,,2,Y,N,Y,0,0,0,0,0,0,0,0,0,0
9904,30,Арцсуурь салбар ГХБА,,,9,Y,N,Y,0,0,0,0,0,0,0,0,0,0
9906,30,Арцсуурь дахь хилийн боомт,,,9,Y,N,Y,0,0,0,0,0,0,0,0,0,0
8205,20,Ярант бүрдүүлэлтийн 2-р хэсэг,,,8,Y,N,Y,0,0,0,0,0,0,0,0,0,0
11907,20,Чойр-МАК,,,11,Y,N,Y,0,0,0,0,0,0,0,0,0,0
13906,20,Дарханы төмөрлөгийн үйлдвэр-Дархан,,,13,Y,N,Y,0,0,0,0,0,0,0,0,0,0
3905,30,Сауд Гэйт,,,3,Y,N,N,0,0,0,0,0,0,0,0,0,0
3910,30,Замын-Үүд Ложистик төв,,2,3,Y,N,Y,0,0,0,0,0,0,0,0,0,0
3912,30,Замын-Үүд чөлөөт бүс,,3,3,Y,N,Y,0,0,0,0,0,0,0,0,0,0
11909,20,Сайн-Ус,,,11,Y,N,Y,0,0,0,0,0,0,0,0,0,0
9912,20,Видү ГХБ,,,4,Y,N,Y,0,0,0,0,0,0,0,0,0,0
14908,30,Цагаан хад: Нэг цэгийн үйлчилгээ,,,14,N,N,Y,0,0,0,0,0,0,0,0,0,0
4909,20,Ухаа худаг - Түмэн заг,,,14,N,N,N,0,0,0,0,0,0,0,0,0,0
15206,30,Шивээхүрэн Захиалга дуудлага /Бүрдүүлэлтийн хэсэг 1/,,,15,Y,N,Y,0,0,0,0,0,0,0,0,0,0
2817,20,УБГГ ТБД - Тус дор,,3,2,Y,N,Y,0,0,0,0,0,0,0,0,0,0
2922,20,Амгалан ложистик,,1,2,Y,N,Y,0,0,0,0,0,0,0,0,0,0
3911,30,Захиалгат дуудлага,,3,3,Y,N,Y,0,0,0,0,0,0,0,0,0,0
15904,30,Чингэлэг тээврийн терминал,,,15,Y,N,Y,0,0,0,0,0,0,0,0,0,0
2207,20,Цахим бүрдүүлэлтийн хэсэг - Утас : 80201281,,,2,N,N,Y,0,0,0,0,0,0,0,0,0,0
2809,20,Туушин ГБА,,,2,Y,N,Y,0,0,0,0,0,0,0,0,0,0
2810,20,Би Эль Си ГБА,,,2,Y,N,Y,0,0,0,0,0,0,0,0,0,0
2813,20,УБ импекс ГБА,,,2,Y,N,Y,0,0,0,0,0,0,0,0,0,0
13905,20,Хандгайт төмөрлөгийн үйлдвэр,,,13,Y,N,Y,0,0,0,0,0,0,0,0,0,0
14909,30,Ухаа худаг - Түмэн заг,,,14,N,N,Y,0,0,0,0,0,0,0,0,0,0
3909,30,Русалт,,,3,Y,N,N,0,0,0,0,0,0,0,0,0,0
12904,30,Юу Ти Пи Эс,,,12,Y,N,Y,0,0,0,0,0,0,0,0,0,0
5903,20,Чингис хаан олон улсын нисэх  буудал,,,5,Y,N,Y,0,0,0,0,0,0,0,0,0,0
14911,30,Түгээмэл түмэнхишиг ХХК,,,14,Y,N,Y,0,0,0,0,0,0,0,0,0,0
5206,20,МИАТ-ын баталгаат үйлдвэрийн засварын газар,,,5,Y,N,Y,0,0,0,0,0,0,1,0,0,0
15205,30,Өсөх зоос бүрдүүлэлтийн хэсэг,,,15,Y,N,Y,0,0,0,0,0,0,0,0,0,0
2815,20,УБГГ ТБД - Жуулчин,,3,2,Y,N,Y,0,0,0,0,0,0,0,0,0,0
2816,20,УБГГ ТБД - Монгол ньюс,,3,2,Y,N,Y,0,0,0,0,0,0,0,0,0,0
15903,30,Өсөх зоос алтан говь,,,15,Y,N,Y,0,0,0,0,0,0,0,0,0,0
9907,30,Арцсуурь,,,9,Y,N,Y,0,0,0,0,0,0,0,0,0,0
15204,30,Цагаан өвөлжөө бүрдүүлэлтийн хэсэг,,,15,Y,N,Y,0,0,0,0,0,0,0,0,0,0
16904,30,Андын Илч,,,16,N,N,Y,0,0,0,0,0,0,0,0,0,0
3908,30,Дардан Ложистик,,2,3,Y,N,Y,0,0,0,0,0,0,0,0,0,0
2818,20,УБГГ ТБД - Ди Эф Си,,3,2,Y,N,Y,0,0,0,0,0,0,0,0,0,0
11908,20,Шинэ ази ложистик,,,11,Y,N,Y,0,0,0,0,0,0,0,0,0,0
14910,30,Чингэлэгт тээврийн терминал,,,14,Y,N,Y,0,0,0,0,0,0,0,0,0,0
4912,20,Видү ГХБ,,,4,Y,N,Y,0,0,0,0,0,0,0,0,0,0
2806,20,УБГГ ГБА Бүс6,,3,2,Y,N,Y,0,0,0,0,0,0,0,0,0,0
2808,20,АБТЭМА ГБА,,,2,Y,N,Y,0,0,0,0,0,0,0,0,0,0
2811,20,Техник импорт ГБА,,,2,Y,N,Y,0,0,0,0,0,0,0,0,0,0
2812,20,Монгол экспресс ГБА,,,2,Y,N,Y,0,0,0,0,0,0,0,0,0,0
2814,20,Прогресстранс ГБА,,,2,Y,N,Y,0,0,0,0,0,0,0,0,0,0
16903,30,Э​м​ ​Э​л​ ​Ц​а​х​и​у​р​т​ ​о​в​о​о,,,16,Y,N,Y,0,0,0,0,0,0,0,0,0,0
5904,20,Чингис хаан карго терминал,,,5,Y,C,Y,0,0,0,0,0,0,0,0,0,0
11910,20,Батганжир,,,11,N,N,Y,0,0,0,0,0,0,0,0,0,0
12905,30,Монгол шуудан - Амгалан,,,12,Y,N,Y,0,0,0,0,0,0,0,0,0,0
2819,20,УБГГ ТБД - Ану санрайс,,3,2,N,N,Y,0,0,0,0,0,0,0,0,0,0
2923,20,УБГГ захиалга дуудлага - Баруун бүс,,3,2,N,N,Y,0,0,0,0,0,0,0,0,0,0
16908,30,Би Си Эйч Ресурс ГХБ,,,16,N,N,Y,0,0,0,0,0,0,0,0,0,0
14204,30,Автомат удирдлагатай чингэлэг тээврийн терминал /Хил/,,,14,Y,N,Y,0,0,0,0,0,0,0,0,0,0
20202,30,Ханги салбар (Бүрдүүлэлт),,,20,N,N,Y,0,0,0,0,0,0,0,0,0,0
14912,30,Захиалгат дуудлага,,,14,N,N,Y,0,0,0,0,0,0,0,0,0,0
12907,30,Монгол шуудан - Нисэх,,,12,N,N,Y,0,0,0,0,0,0,0,0,0,0
1222,10,Бүрдүүлэлтийн нэгдсэн төв,,,1,Y,N,Y,0,0,0,0,0,0,0,0,0,0
2222,30,Бүрдүүлэлтийн нэгдсэн төв,,,2,N,N,Y,0,0,0,0,0,0,0,0,0,0
14072,30,Автомат удирдлагатай чингэлэг тээврийн терминал,,,14,N,N,Y,0,0,0,0,0,0,0,0,0,0
5908,20,Чинис хаан катеринг,,,5,Y,N,Y,0,0,0,0,0,0,0,0,0,0
1812,10,"Шуурхай хяналт, удирдлагын төв",,,1,N,N,Y,0,0,0,0,0,0,0,0,0,0
15905,30,Шивээхүрэн AGV захиалгат дуудлага,,,15,Y,N,Y,0,0,0,0,0,0,0,0,0,0
16906,30,Бичигт боомт - Эрдэс экспорт,,,16,Y,N,Y,0,0,0,0,0,0,0,0,0,0
2924,20,УБГГ захиалга дуудлага - Зүүн бүс,,3,2,N,N,Y,0,0,0,0,0,0,0,0,0,0
20903,30,Ханги өртөө захиалга,,,20,N,N,Y,0,0,0,0,0,0,0,0,0,0
20901,30,Ханги - Гүний бүрдүүлэлт,,,20,N,N,Y,0,0,0,0,0,0,0,0,0,0
20902,30,Ханги - AGV,,,20,Y,N,Y,0,0,0,0,0,0,0,0,0,0
16905,30,Буман Ложистик,,,16,N,N,Y,0,0,0,0,0,0,0,0,0,0
12906,20,Монгол инфинити шуудан,,,12,N,N,Y,0,0,0,0,0,0,0,0,0,0
6917,20,Захиалгат дуудлага - Хавирга,,,6,Y,N,Y,0,0,0,0,0,0,0,0,0,0
16907,30,Бичигт захиалгат дуудлага,,,16,N,N,Y,0,0,0,0,0,0,0,0,0,0
11911,30,Цэцэнс майнинг энд энержи,,,11,Y,N,Y,0,0,0,0,0,0,0,0,0,0
3913,30,Чинзасагт,,2,3,N,N,Y,0,0,0,0,0,0,0,0,0,0
11912,30,Ханги салбар (Бүрдүүлэлт),,,11,N,N,N,0,0,0,0,0,0,0,0,0,0
15906,20,Захиалга дуудлага (ЕАИ ХХК),,,15,Y,N,Y,0,0,0,0,0,0,0,0,0,0
20200,30,"Хяналт, бүрдүүлэлт, хорио цээрийн алба",,,20,Y,N,Y,0,0,0,0,0,0,0,0,0,0
