Bordr Cstm Yn,Cstm Cd,Cstm Fg Cd,Cstm Nm,Cstm Nm Bk,Group Id,Upper Cstm Cd,Use Dclr,Use Ib,Use Yn,Audit Team Mgr Cnt,Exp Auditor Cnt,Exp Inspct Team Mgr Cnt,Exp Inspctor Cnt,Imp Auditor Cnt,Imp Inspct Team Mgr Cnt,Imp Inspctor Cnt,Impexp Auditor Cnt,Impexp Inspct Team Mgr Cnt,Impexp Inspctor Cnt
N,18300,30,Гаалийн зөрчлөөс урьдчилан сэргийлэх хэсэг,Гаалийн зөрчлөөс урьдчилан сэргийлэх хэсэг,,18,Y,N,Y,0,0,0,0,0,0,0,0,0,0
N,19505,30,Хураамж,Хураамж,,19,Y,N,Y,0,0,0,0,0,0,0,0,0,0
N,01100,10,"Захиргаа, хүний нөөцийн хэлтэс","Төрийн захиргаа,  хамтын ажиллагааны газар",,01,Y,N,Y,0,0,0,0,0,0,0,0,0,0
N,01400,30,Бүрдүүлэлтийн дараах шалгалтын газар,Бүрдүүлэлтийн дараах шалгалтын хэлтэс,,01,Y,N,Y,0,0,0,0,0,0,0,0,0,0
N,02502,30,"Үнэ, үнэлгээний хэсэг","Үнэ, үнэлгээний хэсэг",,02,Y,N,N,0,0,0,0,0,0,0,0,0,0
Y,03,20,Замын -Үүд дэх гаалийн газар,Замын -Үүд дэх гаалийн газар,,01,Y,N,Y,0,0,0,0,0,0,0,0,0,0
N,03300,30,Гаалийн зөрчлөөс урьдчилан сэргийлэх алба,Гаалийн зөрчлөөс урьдчилан сэргийлэх алба,,03,N,N,Y,0,0,0,0,0,0,0,0,0,0
N,04202,30,Алтанбулаг дахь гаалийн шалган нэвтрүүлэх цогцолбор,Алтанбулаг дахь гаалийн шалган нэвтрүүлэх цогцолбор,,04,Y,N,Y,0,0,0,0,0,0,0,0,0,0
N,06502,30,"Үнэ, үнэлгээний хэсэг","Үнэ, үнэлгээний хэсэг",,06,Y,N,N,0,0,0,0,0,0,0,0,0,0
N,06907,30,Агацын гол ,Агацын гол ,,06,Y,N,Y,0,0,0,0,0,0,0,0,0,0
N,07,20,Баян-Өлгий дэх гаалийн газар,Баян-Өлгий дэх гаалийн газар,,01,Y,N,Y,0,0,0,0,0,0,0,0,0,0
N,07501,30,БТКУС-ын хэсэг,БТКУС-ын хэсэг,,07,Y,N,Y,0,0,0,0,0,0,0,0,0,0
N,08,20,Ховд аймгийн Булган дахь гаалийн газар,Ховд аймгийн Булган дахь гаалийн газар,,01,Y,N,Y,0,0,0,0,0,0,0,0,0,0
N,08300,30,Гаалийн зөрчлөөс урьдчилан сэргийлэх хэсэг,Гаалийн зөрчлөөс урьдчилан сэргийлэх хэсэг,,08,Y,N,Y,0,0,0,0,0,0,0,0,0,0
N,12201,30,Төв шуудан дахь бүрдүүлэлтийн хэсэг,Төв шуудан дахь бүрдүүлэлтийн хэсэг,,12,Y,N,Y,0,0,0,0,0,0,0,0,0,0
Y,08901,30,Ховд гүний гааль,Ховд гүний гааль ,,08,Y,N,Y,0,0,0,0,0,0,0,0,0,0
Y,06203,30,Хавирга дахь гаалийн салбар,Хавирга дахь гаалийн салбар,,06,Y,N,Y,0,0,0,0,0,0,0,0,0,0
N,05504,30,Татвар,Татвар,,05,Y,N,N,0,0,0,0,0,0,0,0,0,0
N,16502,30,"Үнэ, үнэлгээний хэсэг","Үнэ, үнэлгээний хэсэг",,16,Y,N,Y,0,0,0,0,0,0,0,0,0,0
Y,07202,30,Улаанбайшинт дахь гаалийн салбар,Улаанбайшинт дахь гаалийн салбар,,07,Y,N,Y,0,0,0,0,0,0,0,0,0,0
N,12503,30,Санхүүгийн хэсэг,Санхүүгийн хэсэг,,12,Y,N,Y,0,0,0,0,0,0,0,0,0,0
N,05502,30,"Үнэ, үнэлгээний хэсэг","Үнэ, үнэлгээний хэсэг",,05,Y,N,N,0,0,0,0,0,0,0,0,0,0
N,02201,30,Бүрдүүлэлтийн 1-р алба,Бүрдүүлэлтийн 1-р алба,,02,Y,N,Y,1,5,0,5,5,0,5,5,0,5
N,02,20,Улаанбаатар дахь гаалийн газар,Улаанбаатар дахь гаалийн газар,,01,Y,N,Y,0,0,0,0,0,0,0,0,0,0
Y,05205,30,М​э​р​г​э​в​а​н,,,05,Y,N,Y,0,0,0,0,0,0,1,0,0,0
N,02916,20,АБТЭМА II,,3,02,Y,N,Y,0,0,0,0,0,0,0,0,0,0
Y,02921,30,УБГГ ТБД,,,02,Y,N,Y,0,0,0,0,0,0,0,0,0,0
N,02301,30,ГЗУСАлба,,,02300,Y,N,Y,0,0,0,0,0,0,0,0,0,0
N,02915,30,Захиалга дуудлага / Экспорт,,3,02,Y,N,Y,0,0,0,0,0,0,0,0,0,0
Y,05203,30,Нисэх буудал агуулахын байцаагч,,,05,Y,N,Y,0,0,0,0,0,0,0,0,0,0
Y,05204,30,Ажет,,,05,Y,N,Y,0,0,0,0,0,0,0,0,0,0
N,01500,10,"Санхүү, хөрөнгө оруулалтын хэлтэс","Санхүү, эдийн засгийн хэлтэс",,01,Y,N,Y,0,0,0,0,0,0,0,0,0,0
N,01998,30,ГЕГ - Хэвлэх цех,,,01,Y,N,N,0,0,0,0,0,0,0,0,0,0
N,01999,30,Алтны бүрдүүлэлт,,,01,Y,N,Y,0,0,0,0,0,0,0,0,0,0
N,02917,20,УБГГ Техник импорт,,1,02,Y,N,Y,0,0,0,0,0,0,0,0,0,0
Y,14202,30,Эрдэнэс тавантолгой  /түр/ гаалийн бүрд/хэсэг,,,14,Y,N,Y,0,0,0,0,0,0,0,0,0,0
Y,07204,30,Баян-Өлгий дэх олон улсын нисэх онгоцны буудал,,,07,Y,N,Y,0,0,0,0,0,0,0,0,0,0
N,02801,20,УБГГ ТБД - ДФ,,3,02,Y,N,Y,0,0,0,0,0,0,0,0,0,0
N,02802,20,УБГГ ГБА Бүс2,,3,02,Y,N,Y,0,0,0,0,0,0,0,0,0,0
N,02803,20,УБГГ ГБА Бүс3,,3,02,Y,N,Y,0,0,0,0,0,0,0,0,0,0
N,02804,20,УБГГ ГБА Бүс4,,3,02,Y,N,Y,0,0,0,0,0,0,0,0,0,0
N,02805,20,УБГГ ГБА Бүс5,,3,02,Y,N,Y,0,0,0,0,0,0,0,0,0,0
N,02807,20,УБГГ ТБД - Империа,,,02,Y,N,Y,0,0,0,0,0,0,0,0,0,0
Y,09904,30,Арцсуурь салбар ГХБА,,,09,Y,N,Y,0,0,0,0,0,0,0,0,0,0
N,09906,30,Арцсуурь дахь хилийн боомт,,,09,Y,N,Y,0,0,0,0,0,0,0,0,0,0
Y,08205,20,Ярант бүрдүүлэлтийн 2-р хэсэг,,,08,Y,N,Y,0,0,0,0,0,0,0,0,0,0
N,11907,20,Чойр-МАК,,,11,Y,N,Y,0,0,0,0,0,0,0,0,0,0
N,13906,20,Дарханы төмөрлөгийн үйлдвэр-Дархан,,,13,Y,N,Y,0,0,0,0,0,0,0,0,0,0
N,03905,30,Сауд Гэйт,,,03,Y,N,N,0,0,0,0,0,0,0,0,0,0
N,03910,30,Замын-Үүд Ложистик төв,,2,03,Y,N,Y,0,0,0,0,0,0,0,0,0,0
Y,03912,30,Замын-Үүд чөлөөт бүс,,3,03,Y,N,Y,0,0,0,0,0,0,0,0,0,0
N,11909,20,Сайн-Ус,,,11,Y,N,Y,0,0,0,0,0,0,0,0,0,0
Y,09912,20,Видү ГХБ,,,04,Y,N,Y,0,0,0,0,0,0,0,0,0,0
N,14908,30,Цагаан хад: Нэг цэгийн үйлчилгээ,,,14,N,N,Y,0,0,0,0,0,0,0,0,0,0
N,4909,20,Ухаа худаг - Түмэн заг,,,14,N,N,N,0,0,0,0,0,0,0,0,0,0
N,15206,30,Шивээхүрэн Захиалга дуудлага /Бүрдүүлэлтийн хэсэг 1/,,,15,Y,N,Y,0,0,0,0,0,0,0,0,0,0
N,02817,20,УБГГ ТБД - Тус дор,,3,02,Y,N,Y,0,0,0,0,0,0,0,0,0,0
N,02922,20,Амгалан ложистик,,1,02,Y,N,Y,0,0,0,0,0,0,0,0,0,0
N,03911,30,Захиалгат дуудлага,,3,03,Y,N,Y,0,0,0,0,0,0,0,0,0,0
Y,15904,30,Чингэлэг тээврийн терминал,,,15,Y,N,Y,0,0,0,0,0,0,0,0,0,0
N,02207,20,Цахим бүрдүүлэлтийн хэсэг - Утас : 80201281,,,02,N,N,Y,0,0,0,0,0,0,0,0,0,0
N,02809,20,Туушин ГБА,,,02,Y,N,Y,0,0,0,0,0,0,0,0,0,0
N,02810,20,Би Эль Си ГБА,,,02,Y,N,Y,0,0,0,0,0,0,0,0,0,0
N,02813,20,УБ импекс ГБА,,,02,Y,N,Y,0,0,0,0,0,0,0,0,0,0
N,13905,20,Хандгайт төмөрлөгийн үйлдвэр,,,13,Y,N,Y,0,0,0,0,0,0,0,0,0,0
N,14909,30,Ухаа худаг - Түмэн заг,,,14,N,N,Y,0,0,0,0,0,0,0,0,0,0
N,03909,30,Русалт,,,03,Y,N,N,0,0,0,0,0,0,0,0,0,0
N,12904,30,Юу Ти Пи Эс,,,12,Y,N,Y,0,0,0,0,0,0,0,0,0,0
Y,05903,20,Чингис хаан олон улсын нисэх  буудал,,,05,Y,N,Y,0,0,0,0,0,0,0,0,0,0
Y,14911,30,Түгээмэл түмэнхишиг ХХК,,,14,Y,N,Y,0,0,0,0,0,0,0,0,0,0
Y,05206,20,МИАТ-ын баталгаат үйлдвэрийн засварын газар,,,05,Y,N,Y,0,0,0,0,0,0,1,0,0,0
N,15205,30,Өсөх зоос бүрдүүлэлтийн хэсэг,,,15,Y,N,Y,0,0,0,0,0,0,0,0,0,0
N,02815,20,УБГГ ТБД - Жуулчин,,3,02,Y,N,Y,0,0,0,0,0,0,0,0,0,0
N,02816,20,УБГГ ТБД - Монгол ньюс,,3,02,Y,N,Y,0,0,0,0,0,0,0,0,0,0
N,15903,30,Өсөх зоос алтан говь,,,15,Y,N,Y,0,0,0,0,0,0,0,0,0,0
N,09907,30,Арцсуурь,,,09,Y,N,Y,0,0,0,0,0,0,0,0,0,0
N,15204,30,Цагаан өвөлжөө бүрдүүлэлтийн хэсэг,,,15,Y,N,Y,0,0,0,0,0,0,0,0,0,0
N,16904,30,Андын Илч,,,16,N,N,Y,0,0,0,0,0,0,0,0,0,0
N,03908,30,Дардан Ложистик,,2,03,Y,N,Y,0,0,0,0,0,0,0,0,0,0
N,02818,20,УБГГ ТБД - Ди Эф Си,,3,02,Y,N,Y,0,0,0,0,0,0,0,0,0,0
Y,11908,20,Шинэ ази ложистик,,,11,Y,N,Y,0,0,0,0,0,0,0,0,0,0
N,14910,30,Чингэлэгт тээврийн терминал,,,14,Y,N,Y,0,0,0,0,0,0,0,0,0,0
Y,04912,20,Видү ГХБ,,,04,Y,N,Y,0,0,0,0,0,0,0,0,0,0
N,02806,20,УБГГ ГБА Бүс6,,3,02,Y,N,Y,0,0,0,0,0,0,0,0,0,0
N,02808,20,АБТЭМА ГБА,,,02,Y,N,Y,0,0,0,0,0,0,0,0,0,0
N,02811,20,Техник импорт ГБА,,,02,Y,N,Y,0,0,0,0,0,0,0,0,0,0
N,02812,20,Монгол экспресс ГБА,,,02,Y,N,Y,0,0,0,0,0,0,0,0,0,0
N,02814,20,Прогресстранс ГБА,,,02,Y,N,Y,0,0,0,0,0,0,0,0,0,0
N,16903,30,Э​м​ ​Э​л​ ​Ц​а​х​и​у​р​т​ ​о​в​о​о,,,16,Y,N,Y,0,0,0,0,0,0,0,0,0,0
Y,05904,20,Чингис хаан карго терминал,,,05,Y,C,Y,0,0,0,0,0,0,0,0,0,0
N,11910,20,Батганжир,,,11,N,N,Y,0,0,0,0,0,0,0,0,0,0
N,12905,30,Монгол шуудан - Амгалан,,,12,Y,N,Y,0,0,0,0,0,0,0,0,0,0
Y,02819,20,УБГГ ТБД - Ану санрайс,,3,02,N,N,Y,0,0,0,0,0,0,0,0,0,0
N,02923,20,УБГГ захиалга дуудлага - Баруун бүс,,3,02,N,N,Y,0,0,0,0,0,0,0,0,0,0
N,16908,30,Би Си Эйч Ресурс ГХБ,,,16,N,N,Y,0,0,0,0,0,0,0,0,0,0
Y,14204,30,Автомат удирдлагатай чингэлэг тээврийн терминал /Хил/,,,14,Y,N,Y,0,0,0,0,0,0,0,0,0,0
N,20202,30,Ханги салбар (Бүрдүүлэлт),,,20,N,N,Y,0,0,0,0,0,0,0,0,0,0
N,14912,30,Захиалгат дуудлага,,,14,N,N,Y,0,0,0,0,0,0,0,0,0,0
N,12907,30,Монгол шуудан - Нисэх,,,12,N,N,Y,0,0,0,0,0,0,0,0,0,0
N,01222,10,Бүрдүүлэлтийн нэгдсэн төв,,,01,Y,N,Y,0,0,0,0,0,0,0,0,0,0
N,02222,30,Бүрдүүлэлтийн нэгдсэн төв,,,02,N,N,Y,0,0,0,0,0,0,0,0,0,0
N,14072,30,Автомат удирдлагатай чингэлэг тээврийн терминал,,,14,N,N,Y,0,0,0,0,0,0,0,0,0,0
Y,05908,20,Чинис хаан катеринг,,,05,Y,N,Y,0,0,0,0,0,0,0,0,0,0
N,01812,10,"Шуурхай хяналт, удирдлагын төв",,,01,N,N,Y,0,0,0,0,0,0,0,0,0,0
Y,15905,30,Шивээхүрэн AGV захиалгат дуудлага,,,15,Y,N,Y,0,0,0,0,0,0,0,0,0,0
Y,16906,30,Бичигт боомт - Эрдэс экспорт,,,16,Y,N,Y,0,0,0,0,0,0,0,0,0,0
N,02924,20,УБГГ захиалга дуудлага - Зүүн бүс,,3,02,N,N,Y,0,0,0,0,0,0,0,0,0,0
N,20903,30,Ханги өртөө захиалга,,,20,N,N,Y,0,0,0,0,0,0,0,0,0,0
N,20901,30,Ханги - Гүний бүрдүүлэлт,,,20,N,N,Y,0,0,0,0,0,0,0,0,0,0
Y,20902,30,Ханги - AGV,,,20,Y,N,Y,0,0,0,0,0,0,0,0,0,0
N,16905,30,Буман Ложистик,,,16,N,N,Y,0,0,0,0,0,0,0,0,0,0
N,12906,20,Монгол инфинити шуудан,,,12,N,N,Y,0,0,0,0,0,0,0,0,0,0
N,06917,20,Захиалгат дуудлага - Хавирга,,,06,Y,N,Y,0,0,0,0,0,0,0,0,0,0
N,16907,30,Бичигт захиалгат дуудлага,,,16,N,N,Y,0,0,0,0,0,0,0,0,0,0
N,11911,30,Цэцэнс майнинг энд энержи,,,11,Y,N,Y,0,0,0,0,0,0,0,0,0,0
N,03913,30,Чинзасагт,,2,03,N,N,Y,0,0,0,0,0,0,0,0,0,0
N,11912,30,Ханги салбар (Бүрдүүлэлт),,,11,N,N,N,0,0,0,0,0,0,0,0,0,0
N,15906,20,Захиалга дуудлага (ЕАИ ХХК),,,15,Y,N,Y,0,0,0,0,0,0,0,0,0,0
Y,20200,30,"Хяналт, бүрдүүлэлт, хорио цээрийн алба",,,20,Y,N,Y,0,0,0,0,0,0,0,0,0,0
